0.1,0.4,0.7,1
1.385,2.658,3.83,5.284
1.385,2.388,3.727,5.236
1.554,2.451,4.085,5.291
1.323,2.657,3.934,5.389
1.31,2.609,3.887,5.436
1.3914,2.5526,3.8926,5.3272
0.0972,0.1251,0.1324,0.0824
